Program,Year,Period,Geo Level,State,State ANSI,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,1989,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,134
SURVEY,1989,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,130
SURVEY,1989,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128
SURVEY,1988,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,83
SURVEY,1988,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,70
SURVEY,1988,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,78
SURVEY,1988,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,74
SURVEY,1988,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,74
SURVEY,1987,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135
SURVEY,1987,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135
SURVEY,1987,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135
SURVEY,1987,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135
SURVEY,1987,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135
SURVEY,1986,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122
SURVEY,1986,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132
SURVEY,1986,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124
SURVEY,1986,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127
SURVEY,1986,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129
SURVEY,1985,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,123
SURVEY,1985,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115
SURVEY,1985,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124
SURVEY,1985,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124
SURVEY,1985,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,123
SURVEY,1984,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,117
SURVEY,1984,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,112
SURVEY,1984,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115
SURVEY,1984,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,114
SURVEY,1984,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,114
SURVEY,1983,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,73
SURVEY,1983,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,92
SURVEY,1983,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,70
SURVEY,1983,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,74
SURVEY,1983,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,75
SURVEY,1982,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,126
SURVEY,1982,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125
SURVEY,1982,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129
SURVEY,1982,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125
SURVEY,1982,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125
SURVEY,1981,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108
SURVEY,1981,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,94
SURVEY,1981,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108
SURVEY,1981,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,106
SURVEY,1981,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100
SURVEY,1980,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,96
SURVEY,1980,YEAR - AUG FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,98
SURVEY,1980,YEAR - NOV FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,96
SURVEY,1980,YEAR - OCT FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,96
SURVEY,1980,YEAR - SEP FORECAST,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,96
SURVEY,1979,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,112
SURVEY,1978,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108
SURVEY,1977,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102
SURVEY,1976,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,110
SURVEY,1975,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,98
SURVEY,1974,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,73
SURVEY,1973,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102
SURVEY,1972,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,104
SURVEY,1971,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,101
SURVEY,1970,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,76
SURVEY,1969,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100
SURVEY,1968,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,88
SURVEY,1967,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,86
SURVEY,1966,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,80
SURVEY,1965,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,94
SURVEY,1964,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,72
SURVEY,1963,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,87
SURVEY,1962,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,82
SURVEY,1961,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,74
SURVEY,1960,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,68
SURVEY,1959,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62.5
SURVEY,1958,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63
SURVEY,1957,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,59
SURVEY,1956,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62
SURVEY,1955,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56
SURVEY,1954,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.5
SURVEY,1953,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.5
SURVEY,1952,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50
SURVEY,1951,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53
SURVEY,1950,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48.5
SURVEY,1949,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50
SURVEY,1948,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,57
SURVEY,1947,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,43
SURVEY,1946,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51
SURVEY,1945,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53
SURVEY,1944,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.1
SURVEY,1943,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49
SURVEY,1942,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54
SURVEY,1941,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45
SURVEY,1940,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37
SURVEY,1939,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,50
SURVEY,1938,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41
SURVEY,1937,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45
SURVEY,1936,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.6
SURVEY,1935,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38
SURVEY,1934,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27.6
SURVEY,1933,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29.5
SURVEY,1932,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.5
SURVEY,1931,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39
SURVEY,1930,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28
SURVEY,1929,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.3
SURVEY,1928,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.2
SURVEY,1927,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.5
SURVEY,1926,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38
SURVEY,1925,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42
SURVEY,1924,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28
SURVEY,1923,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38
SURVEY,1922,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36
SURVEY,1921,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36
SURVEY,1920,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.5
SURVEY,1919,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.6
SURVEY,1918,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35
SURVEY,1917,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.5
SURVEY,1916,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.5
SURVEY,1915,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.5
SURVEY,1914,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33
SURVEY,1913,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.5
SURVEY,1912,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.5
SURVEY,1911,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34.5
SURVEY,1910,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39
SURVEY,1909,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.9
SURVEY,1908,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.5
SURVEY,1907,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.5
SURVEY,1906,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41
SURVEY,1905,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42
SURVEY,1904,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,33
SURVEY,1903,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35
SURVEY,1902,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39
SURVEY,1901,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22
SURVEY,1900,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.5
SURVEY,1899,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.8
SURVEY,1898,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.5
SURVEY,1897,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.5
SURVEY,1896,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.5
SURVEY,1895,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36
SURVEY,1894,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30
SURVEY,1893,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,24
SURVEY,1892,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31
SURVEY,1891,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36
SURVEY,1890,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25
SURVEY,1889,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.4
SURVEY,1888,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37
SURVEY,1887,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22
SURVEY,1886,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34
SURVEY,1885,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36
SURVEY,1884,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31
SURVEY,1883,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29
SURVEY,1882,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34
SURVEY,1881,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22
SURVEY,1880,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.5
SURVEY,1879,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.4
SURVEY,1878,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32
SURVEY,1877,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35
SURVEY,1876,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35
SURVEY,1875,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32
SURVEY,1874,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34
SURVEY,1873,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30
SURVEY,1872,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.5
SURVEY,1871,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.5
SURVEY,1870,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.5
SURVEY,1869,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.5
SURVEY,1868,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,34
SURVEY,1867,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29
SURVEY,1866,YEAR,STATE,INDIANA,18,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.5
